date,y,discount_rate,coupon_rate,y_diff
2021-04-02,15530110.0,17.65%,0.40%,1309304.0
2021-04-03,12789743.0,15.44%,0.34%,-2740367.0
2021-04-04,12226395.0,15.73%,0.20%,-563348.0
2021-04-05,16381421.0,14.27%,0.18%,4155026.0
2021-04-06,14518249.0,13.92%,0.22%,-1863172.0
2021-04-07,15975044.0,18.37%,0.25%,1456795.0
2021-04-08,15058768.0,16.96%,0.24%,-916276.0
2021-04-09,13275294.0,16.93%,0.22%,-1783474.0
2021-04-10,13717291.0,18.04%,0.21%,441997.0
2021-04-11,22157252.0,18.19%,0.87%,8439961.0
2021-04-12,16331144.0,17.17%,0.65%,-5826108.0
2021-04-13,16042036.0,16.93%,0.65%,-289108.0
2021-04-14,16886451.0,19.41%,0.37%,844415.0
2021-04-15,15625440.0,18.50%,0.32%,-1261011.0
2021-04-16,15560745.0,19.87%,0.35%,-64695.0
2021-04-17,15161391.0,19.47%,0.21%,-399354.0
2021-04-18,19710129.0,19.26%,0.24%,4548738.0
2021-04-19,16230334.0,17.42%,0.51%,-3479795.0
2021-04-20,15883190.0,17.74%,0.24%,-347144.0
2021-04-21,17316499.0,18.47%,0.32%,1433309.0
2021-04-22,17026256.0,19.38%,0.30%,-290243.0
2021-04-23,14737764.0,20.07%,0.29%,-2288492.0
2021-04-24,15222805.0,20.60%,0.28%,485041.0
2021-04-25,23266256.0,20.11%,2.86%,8043451.0
2021-04-26,19721520.0,18.79%,2.67%,-3544736.0
2021-04-27,21094618.0,19.03%,2.70%,1373098.0
2021-04-28,16215628.0,15.89%,0.29%,-4878990.0
2021-04-29,16899753.0,16.99%,0.26%,684125.0
2021-04-30,14566775.0,16.06%,0.32%,-2332978.0
2021-05-01,16617741.0,16.15%,0.27%,2050966.0
2021-05-02,21098892.0,14.60%,0.30%,4481151.0
2021-05-03,16069671.0,13.22%,0.22%,-5029221.0
2021-05-04,17330040.0,13.81%,0.22%,1260369.0
2021-05-05,18284072.0,15.31%,0.93%,954032.0
2021-05-06,19035423.0,14.26%,2.58%,751351.0
2021-05-07,15236158.0,14.52%,0.75%,-3799265.0
2021-05-08,14333892.0,14.18%,0.69%,-902266.0
2021-05-09,17797115.0,12.96%,0.80%,3463223.0
2021-05-10,17151841.0,12.24%,0.39%,-645274.0
2021-05-11,17697059.0,14.49%,0.38%,545218.0
2021-05-12,15395812.0,17.21%,0.51%,-2301247.0
2021-05-13,18802323.0,17.43%,0.54%,3406511.0
2021-05-14,16285205.0,22.51%,0.46%,-2517118.0
2021-05-15,15574729.0,17.42%,0.31%,-710476.0
2021-05-16,19632701.0,16.03%,0.26%,4057972.0
2021-05-17,16128451.0,14.19%,0.24%,-3504250.0
2021-05-18,16076904.0,14.48%,0.23%,-51547.0
2021-05-19,17174600.0,16.00%,0.29%,1097696.0
2021-05-20,14603298.0,14.32%,0.28%,-2571302.0
2021-05-21,13532293.0,15.92%,0.26%,-1071005.0
2021-05-22,13912174.0,16.46%,0.23%,379881.0
2021-05-23,14403054.0,15.93%,0.21%,490880.0
2021-05-24,18568259.0,14.97%,1.30%,4165205.0
2021-05-25,15891811.0,13.98%,1.01%,-2676448.0
2021-05-26,16597500.0,14.53%,1.10%,705689.0
2021-05-27,15578236.0,15.13%,0.28%,-1019264.0
2021-05-28,14133127.0,15.37%,0.30%,-1445109.0
2021-05-29,13682253.0,15.39%,0.28%,-450874.0
2021-05-30,19561093.0,17.82%,0.40%,5878840.0
2021-05-31,18289842.0,15.72%,0.28%,-1271251.0
2021-06-01,17960067.0,15.91%,0.25%,-329775.0
2021-06-02,16948379.0,16.01%,0.28%,-1011688.0
2021-06-03,18183456.0,16.83%,0.26%,1235077.0
2021-06-04,15887848.0,15.76%,0.29%,-2295608.0
2021-06-05,16044748.0,16.10%,0.26%,156900.0
2021-06-06,24336696.0,20.65%,1.08%,8291948.0
2021-06-07,18885233.0,18.75%,0.89%,-5451463.0
2021-06-08,18459576.0,19.34%,0.89%,-425657.0
2021-06-09,18783259.0,19.79%,0.31%,323683.0
2021-06-10,16951334.0,19.24%,0.28%,-1831925.0
2021-06-11,15681703.0,20.75%,0.40%,-1269631.0
2021-06-12,15113700.0,19.86%,0.36%,-568003.0
2021-06-13,24116734.0,23.98%,2.05%,9003034.0
2021-06-14,21349775.0,21.86%,1.59%,-2766959.0
2021-06-15,19945255.0,21.59%,1.54%,-1404520.0
2021-06-16,19079910.0,21.14%,0.42%,-865345.0
2021-06-17,17842345.0,21.13%,0.32%,-1237565.0
2021-06-18,15415997.0,21.54%,0.27%,-2426348.0
2021-06-19,15544971.0,23.56%,0.68%,128974.0
2021-06-20,18968315.0,22.71%,0.58%,3423344.0
2021-06-21,17033063.0,23.59%,0.54%,-1935252.0
2021-06-22,15909768.0,22.74%,0.43%,-1123295.0
2021-06-23,16497922.0,24.10%,0.76%,588154.0
2021-06-24,15177485.0,26.38%,0.55%,-1320437.0
2021-06-25,13897868.0,25.70%,0.49%,-1279617.0
2021-06-26,13782991.0,25.62%,0.46%,-114877.0
2021-06-27,19628272.0,27.69%,1.47%,5845281.0
2021-06-28,16940163.0,26.45%,1.30%,-2688109.0
2021-06-29,16811586.0,27.11%,1.76%,-128577.0
2021-06-30,16262199.0,27.65%,0.32%,-549387.0
2021-07-01,15101173.0,26.68%,0.26%,-1161026.0
2021-07-02,12704389.0,27.82%,0.34%,-2396784.0
2021-07-03,12296083.0,25.28%,0.22%,-408306.0
2021-07-04,16920904.0,25.85%,0.23%,4624821.0
2021-07-05,14970228.0,24.52%,0.23%,-1950676.0
2021-07-06,15057959.0,25.51%,0.22%,87731.0
2021-07-07,14316790.0,25.57%,0.27%,-741169.0
2021-07-08,13975819.0,27.95%,0.36%,-340971.0
2021-07-09,11846889.0,28.00%,0.35%,-2128930.0
2021-07-10,11124963.0,27.53%,0.31%,-721926.0
2021-07-11,18782983.0,29.20%,3.29%,7658020.0
2021-07-12,14890345.0,26.64%,2.91%,-3892638.0
2021-07-13,17429443.0,27.52%,3.15%,2539098.0
2021-07-14,11826544.0,19.07%,0.30%,-5602899.0
2021-07-15,10919192.0,20.15%,0.36%,-907352.0
2021-07-16,9551739.0,19.39%,0.42%,-1367453.0
2021-07-17,9910554.0,21.37%,0.41%,358815.0
2021-07-18,11654567.0,17.41%,0.35%,1744013.0
2021-07-19,10903070.0,15.86%,0.24%,-751497.0
2021-07-20,10503162.0,15.18%,0.24%,-399908.0
2021-07-21,10680366.0,16.57%,0.27%,177204.0
2021-07-22,9572224.0,17.23%,0.26%,-1108142.0
2021-07-23,8781396.0,17.92%,0.33%,-790828.0
2021-07-24,10269412.0,19.44%,3.23%,1488016.0
2021-07-25,12432444.0,19.02%,2.80%,2163032.0
2021-07-26,12193999.0,17.72%,2.74%,-238445.0
2021-07-27,11148473.0,17.64%,0.53%,-1045526.0
2021-07-28,11824954.0,20.24%,0.68%,676481.0
2021-07-29,10894805.0,21.13%,0.77%,-930149.0
2021-07-30,10041365.0,18.51%,2.67%,-853440.0
2021-07-31,9963274.0,19.69%,2.60%,-78091.0
2021-08-01,14321653.0,16.04%,3.75%,4358379.0
2021-08-02,11335007.0,17.84%,0.38%,-2986646.0
2021-08-03,11419816.0,17.48%,0.33%,84809.0
2021-08-04,12163637.0,18.99%,0.44%,743821.0
2021-08-05,11201396.0,19.66%,0.32%,-962241.0
2021-08-06,10095138.0,19.84%,0.31%,-1106258.0
2021-08-07,9774136.0,18.92%,0.27%,-321002.0
2021-08-08,12765777.0,17.70%,1.60%,2991641.0
2021-08-09,11998164.0,16.34%,1.59%,-767613.0
2021-08-10,11607931.0,15.74%,1.68%,-390233.0
2021-08-11,11168192.0,18.07%,0.37%,-439739.0
2021-08-12,10891379.0,19.62%,0.34%,-276813.0
2021-08-13,9131299.0,20.59%,0.30%,-1760080.0
2021-08-14,8354505.0,19.95%,0.28%,-776794.0
2021-08-15,10545497.0,18.43%,0.27%,2190992.0
2021-08-16,12004613.0,18.35%,0.27%,1459116.0
2021-08-17,12585639.0,18.80%,0.47%,581026.0
2021-08-18,12455658.0,18.36%,0.65%,-129981.0
2021-08-19,11585026.0,20.23%,0.75%,-870632.0
2021-08-20,10102721.0,20.53%,0.72%,-1482305.0
2021-08-21,8978421.0,19.19%,0.64%,-1124300.0
2021-08-22,13443803.0,16.77%,0.35%,4465382.0
2021-08-23,12848980.0,18.24%,0.29%,-594823.0
2021-08-24,13702394.0,25.23%,0.34%,853414.0
2021-08-25,13745003.0,20.48%,0.52%,42609.0
2021-08-26,13219034.0,19.73%,0.77%,-525969.0
2021-08-27,12676165.0,18.62%,0.60%,-542869.0
2021-08-28,13020071.0,16.98%,0.46%,343906.0
2021-08-29,17568983.0,14.31%,0.58%,4548912.0
2021-08-30,15153615.0,12.91%,0.44%,-2415368.0
2021-08-31,15188754.0,18.48%,0.60%,35139.0
2021-09-01,14550783.0,19.02%,0.48%,-637971.0
2021-09-02,12190058.0,14.70%,0.38%,-2360725.0
2021-09-03,10229087.0,15.15%,0.33%,-1960971.0
2021-09-04,10170703.0,15.56%,0.31%,-58384.0
2021-09-05,12759802.0,14.48%,0.30%,2589099.0
2021-09-06,13284253.0,14.70%,0.30%,524451.0
2021-09-07,13431312.0,14.84%,0.31%,147059.0
2021-09-08,12866402.0,15.27%,0.40%,-564910.0
2021-09-09,11251820.0,13.97%,0.39%,-1614582.0
2021-09-10,10369677.0,16.53%,0.36%,-882143.0
2021-09-11,11042778.0,14.95%,0.32%,673101.0
2021-09-12,15092288.0,15.85%,0.29%,4049510.0
2021-09-13,13439817.0,15.65%,0.29%,-1652471.0
2021-09-14,13557881.0,15.12%,0.27%,118064.0
2021-09-15,14023332.0,14.24%,0.35%,465451.0
2021-09-16,13438674.0,15.43%,0.29%,-584658.0
2021-09-17,11341324.0,14.04%,0.29%,-2097350.0
2021-09-18,11194654.0,14.09%,0.26%,-146670.0
2021-09-19,19644099.0,14.18%,3.11%,8449445.0
2021-09-20,16970518.0,13.53%,2.61%,-2673581.0
2021-09-21,17434647.0,12.67%,2.96%,464129.0
2021-09-22,14689533.0,13.48%,0.40%,-2745114.0
2021-09-23,13678774.0,14.00%,0.37%,-1010759.0
2021-09-24,11844097.0,15.62%,0.40%,-1834677.0
2021-09-25,11446958.0,15.95%,0.27%,-397139.0
2021-09-26,14618100.0,14.44%,0.27%,3171142.0
2021-09-27,14222337.0,14.96%,0.29%,-395763.0
2021-09-28,21454256.0,15.74%,7.73%,7231919.0
2021-09-29,18381311.0,15.19%,4.43%,-3072945.0
2021-09-30,15692942.0,15.74%,1.23%,-2688369.0
2021-10-01,13178425.0,16.61%,0.26%,-2514517.0
2021-10-02,13252288.0,15.68%,0.22%,73863.0
2021-10-03,18361302.0,15.41%,0.22%,5109014.0
2021-10-04,16259770.0,14.84%,0.22%,-2101532.0
2021-10-05,16713073.0,15.42%,0.23%,453303.0
2021-10-06,17223952.0,16.15%,0.27%,510879.0
2021-10-07,16125123.0,16.86%,0.30%,-1098829.0
2021-10-08,13887452.0,17.36%,0.27%,-2237671.0
2021-10-09,14366299.0,18.51%,0.24%,478847.0
2021-10-10,21537716.0,19.71%,0.94%,7171417.0
2021-10-11,19138467.0,18.19%,0.84%,-2399249.0
2021-10-12,19528792.0,19.17%,0.91%,390325.0
2021-10-13,18630581.0,19.50%,0.30%,-898211.0
2021-10-14,20080499.0,17.78%,2.93%,1449918.0
2021-10-15,14503162.0,19.71%,0.30%,-5577337.0
2021-10-16,14212249.0,18.88%,0.32%,-290913.0
2021-10-17,18481867.0,19.44%,0.32%,4269618.0
2021-10-18,17396398.0,19.00%,1.01%,-1085469.0
2021-10-19,18376634.0,19.49%,1.10%,980236.0
2021-10-20,16180406.0,18.55%,0.28%,-2196228.0
2021-10-21,16552511.0,19.91%,0.25%,372105.0
2021-10-22,14637424.0,19.51%,0.34%,-1915087.0
2021-10-23,15160629.0,19.37%,0.33%,523205.0
2021-10-24,18197606.0,19.48%,0.23%,3036977.0
2021-10-25,21820436.0,20.29%,3.28%,3622830.0
2021-10-26,22878721.0,21.45%,3.82%,1058285.0
2021-10-27,16343699.0,19.41%,0.59%,-6535022.0
2021-10-28,13910502.0,18.10%,0.54%,-2433197.0
2021-10-29,13775894.0,19.13%,1.80%,-134608.0
2021-10-30,14051319.0,19.33%,1.75%,275425.0
2021-10-31,15733237.0,20.80%,2.00%,1681918.0
2021-11-01,16313007.0,16.66%,0.27%,579770.0
2021-11-02,15274383.0,14.94%,0.23%,-1038624.0
2021-11-03,17045999.0,15.02%,0.24%,1771616.0
2021-11-04,16324398.0,14.42%,0.33%,-721601.0
2021-11-05,14198343.0,16.90%,0.33%,-2126055.0
2021-11-06,14549863.0,16.25%,0.34%,351520.0
2021-11-07,18899577.0,15.89%,0.33%,4349714.0
2021-11-08,16081456.0,15.07%,0.33%,-2818121.0
2021-11-09,16279094.0,13.67%,0.30%,197638.0
2021-11-10,16689815.0,15.24%,0.32%,410721.0
2021-11-11,29361190.0,20.27%,11.25%,12671375.0
2021-11-12,12116114.0,15.28%,0.52%,-17245076.0
2021-11-13,13219019.0,16.78%,0.32%,1102905.0
2021-11-14,17206640.0,15.71%,0.31%,3987621.0
2021-11-15,14982346.0,14.10%,0.30%,-2224294.0
2021-11-16,14522708.0,14.23%,0.29%,-459638.0
2021-11-17,15957805.0,17.24%,0.29%,1435097.0
2021-11-18,26363634.0,28.39%,1.22%,10405829.0
2021-11-19,22607379.0,26.02%,0.96%,-3756255.0
2021-11-20,21102777.0,25.48%,0.91%,-1504602.0
2021-11-21,28009675.0,26.50%,0.95%,6906898.0
2021-11-22,22946012.0,24.19%,0.79%,-5063663.0
2021-11-23,24337794.0,25.11%,0.84%,1391782.0
2021-11-24,24515988.0,26.90%,0.84%,178194.0
2021-11-25,41818355.0,32.62%,1.40%,17302367.0
2021-11-26,77562782.0,32.02%,1.26%,35744427.0
2021-11-27,19650764.0,24.12%,1.16%,-57912018.0
2021-11-28,23268957.0,22.29%,1.12%,3618193.0
2021-11-29,33193145.0,24.46%,10.32%,9924188.0
2021-11-30,14021744.0,13.78%,0.51%,-19171401.0
2021-12-01,13526425.0,16.12%,0.36%,-495319.0
2021-12-02,16592762.0,16.25%,0.38%,3066337.0
2021-12-03,14928804.0,16.36%,0.33%,-1663958.0
2021-12-04,15696804.0,14.93%,0.40%,768000.0
2021-12-05,18117228.0,14.41%,0.31%,2420424.0
2021-12-06,17057420.0,14.82%,0.81%,-1059808.0
2021-12-07,17619287.0,14.13%,0.83%,561867.0
2021-12-08,19361601.0,15.31%,0.84%,1742314.0
2021-12-09,18009127.0,15.24%,0.29%,-1352474.0
2021-12-10,16035146.0,15.47%,0.32%,-1973981.0
2021-12-11,17072638.0,17.73%,0.35%,1037492.0
2021-12-12,20582370.0,17.65%,0.33%,3509732.0
2021-12-13,20324253.0,16.85%,1.89%,-258117.0
2021-12-14,20768618.0,16.37%,3.00%,444365.0
2021-12-15,20729205.0,17.05%,3.13%,-39413.0
2021-12-16,19692512.0,19.87%,3.01%,-1036693.0
2021-12-17,17026548.0,18.97%,2.77%,-2665964.0
2021-12-18,16959098.0,19.49%,2.93%,-67450.0
2021-12-19,18769590.0,19.90%,3.01%,1810492.0
2021-12-20,14877454.0,17.99%,0.32%,-3892136.0
2021-12-21,12286404.0,17.73%,0.32%,-2591050.0
2021-12-22,10720180.0,19.14%,0.36%,-1566224.0
2021-12-23,8415628.0,20.86%,0.45%,-2304552.0
2021-12-24,7180298.0,21.48%,0.45%,-1235330.0
2021-12-25,9906509.0,22.13%,0.42%,2726211.0
2021-12-26,15626924.0,24.69%,2.55%,5720415.0
2021-12-27,16550509.0,23.92%,2.34%,923585.0
2021-12-28,17378266.0,24.08%,2.40%,827757.0
2021-12-29,15457846.0,23.85%,0.43%,-1920420.0
2021-12-30,12926063.0,23.19%,0.49%,-2531783.0
2021-12-31,7973697.0,24.53%,0.83%,-4952366.0
2022-01-01,9206392.0,23.79%,0.26%,1232695.0
2022-01-02,13863833.0,24.17%,0.23%,4657441.0
2022-01-03,13712053.0,23.24%,0.26%,-151780.0
2022-01-04,14407945.0,22.63%,0.25%,695892.0
2022-01-05,14064111.0,22.12%,0.26%,-343834.0
2022-01-06,13438413.0,22.96%,0.26%,-625698.0
2022-01-07,12416864.0,22.97%,0.26%,-1021549.0
2022-01-08,12173075.0,22.57%,0.22%,-243789.0
2022-01-09,16066737.0,26.83%,1.03%,3893662.0
2022-01-10,14493474.0,28.11%,0.95%,-1573263.0
2022-01-11,14705238.0,26.95%,1.00%,211764.0
2022-01-12,14846481.0,27.31%,0.28%,141243.0
2022-01-13,13578784.0,27.89%,0.28%,-1267697.0
2022-01-14,14241544.0,31.08%,1.40%,662760.0
2022-01-15,13892738.0,30.06%,1.29%,-348806.0
2022-01-16,16460531.0,27.85%,1.23%,2567793.0
2022-01-17,13491627.0,27.96%,0.27%,-2968904.0
2022-01-18,13602350.0,27.97%,0.25%,110723.0
2022-01-19,14393397.0,28.84%,0.28%,791047.0
2022-01-20,13395215.0,28.47%,0.27%,-998182.0
2022-01-21,12243616.0,28.95%,0.28%,-1151599.0
2022-01-22,12702616.0,27.95%,0.26%,459000.0
2022-01-23,21292779.0,31.60%,7.16%,8590163.0
2022-01-24,17227782.0,30.52%,6.50%,-4064997.0
2022-01-25,19917328.0,30.99%,7.01%,2689546.0
2022-01-26,12053865.0,22.36%,0.49%,-7863463.0
2022-01-27,11822190.0,21.75%,0.40%,-231675.0
2022-01-28,10613054.0,22.21%,0.74%,-1209136.0
2022-01-29,11787297.0,22.67%,0.77%,1174243.0
2022-01-30,13510553.0,20.37%,0.68%,1723256.0
2022-01-31,12199624.0,20.69%,0.78%,-1310929.0
2022-02-01,12894741.0,20.66%,0.38%,695117.0
2022-02-02,13534368.0,21.41%,0.47%,639627.0
2022-02-03,12120638.0,21.96%,0.66%,-1413730.0
2022-02-04,11098486.0,20.65%,0.55%,-1022152.0
2022-02-05,11004250.0,19.07%,0.52%,-94236.0
2022-02-06,16242532.0,17.94%,3.54%,5238282.0
2022-02-07,13433325.0,18.77%,2.92%,-2809207.0
2022-02-08,13707685.0,20.61%,2.89%,274360.0
2022-02-09,14238227.0,22.64%,2.90%,530542.0
2022-02-10,13625786.0,24.02%,3.12%,-612441.0
2022-02-11,12213573.0,21.86%,3.13%,-1412213.0
2022-02-12,12287373.0,21.79%,3.04%,73800.0
2022-02-13,15007198.0,19.41%,3.11%,2719825.0
2022-02-14,13904430.0,19.16%,3.41%,-1102768.0
2022-02-15,12283631.0,18.98%,0.46%,-1620799.0
2022-02-16,13168169.0,19.37%,0.48%,884538.0
2022-02-17,11971682.0,18.25%,0.44%,-1196487.0
2022-02-18,10919671.0,20.61%,0.49%,-1052011.0
2022-02-19,11401168.0,21.57%,0.47%,481497.0
2022-02-20,14571356.0,18.13%,0.42%,3170188.0
2022-02-21,12341156.0,17.56%,0.43%,-2230200.0
2022-02-22,12399390.0,17.36%,0.45%,58234.0
2022-02-23,12478465.0,17.44%,0.63%,79075.0
2022-02-24,11328220.0,20.33%,0.62%,-1150245.0
2022-02-25,10627292.0,20.17%,0.57%,-700928.0
2022-02-26,11360464.0,21.04%,0.56%,733172.0
2022-02-27,13849813.0,20.33%,0.54%,2489349.0
2022-02-28,12908923.0,18.58%,0.55%,-940890.0
2022-03-01,13102444.0,18.00%,0.39%,193521.0
2022-03-02,13406080.0,17.49%,0.50%,303636.0
2022-03-03,12097756.0,17.07%,0.52%,-1308324.0
2022-03-04,11352471.0,18.89%,0.49%,-745285.0
2022-03-05,12323540.0,18.93%,0.49%,971069.0
2022-03-06,15613501.0,17.54%,0.42%,3289961.0
2022-03-07,13066728.0,16.98%,0.41%,-2546773.0
2022-03-08,13353141.0,17.23%,0.41%,286413.0
2022-03-09,14104735.0,17.98%,0.46%,751594.0
2022-03-10,12779979.0,16.72%,0.48%,-1324756.0
2022-03-11,12913002.0,18.31%,2.25%,133023.0
2022-03-12,13250605.0,16.00%,2.36%,337603.0
2022-03-13,16880906.0,15.31%,2.47%,3630301.0
2022-03-14,13780047.0,14.33%,0.43%,-3100859.0
2022-03-15,14297381.0,14.38%,0.38%,517334.0
2022-03-16,14761059.0,13.96%,0.46%,463678.0
2022-03-17,13286058.0,15.42%,0.50%,-1475001.0
2022-03-18,11949802.0,15.96%,0.51%,-1336256.0
2022-03-19,12699178.0,17.22%,0.38%,749376.0
2022-03-20,16247878.0,15.40%,0.42%,3548700.0
2022-03-21,14387977.0,13.57%,0.34%,-1859901.0
2022-03-22,14627795.0,13.49%,0.35%,239818.0
2022-03-23,15627714.0,14.61%,0.35%,999919.0
2022-03-24,14250228.0,14.35%,0.37%,-1377486.0
2022-03-25,13164379.0,15.53%,0.39%,-1085849.0
2022-03-26,13939059.0,16.86%,0.47%,774680.0
2022-03-27,16686392.0,14.59%,0.39%,2747333.0
2022-03-28,15978387.0,14.38%,0.36%,-708005.0
2022-03-29,17048908.0,13.99%,2.19%,1070521.0
2022-03-30,17085043.0,15.07%,1.85%,36135.0
2022-03-31,15989442.0,15.56%,1.98%,-1095601.0
2022-04-01,12865273.0,15.32%,0.28%,-3124169.0
2022-04-02,13497786.0,13.99%,0.24%,632513.0
2022-04-03,20683164.0,17.80%,0.26%,7185378.0
2022-04-04,15950121.0,17.06%,0.26%,-4733043.0
2022-04-05,15612444.0,17.33%,0.26%,-337677.0
2022-04-06,16131484.0,18.41%,0.25%,519040.0
2022-04-07,17295585.0,18.39%,1.76%,1164101.0
2022-04-08,14447362.0,20.79%,0.28%,-2848223.0
2022-04-09,14906468.0,19.27%,0.21%,459106.0
2022-04-10,19808004.0,18.48%,1.64%,4901536.0
2022-04-11,16221609.0,17.54%,1.35%,-3586395.0
2022-04-12,15949671.0,18.71%,1.48%,-271938.0
2022-04-13,14165513.0,18.35%,0.38%,-1784158.0
2022-04-14,12246270.0,18.65%,0.42%,-1919243.0
2022-04-15,13115150.0,20.18%,0.63%,868880.0
2022-04-16,10638887.0,17.38%,0.42%,-2476263.0
2022-04-17,11408554.0,18.62%,0.61%,769667.0
2022-04-18,14545881.0,15.56%,0.35%,3137327.0
2022-04-19,14731588.0,14.72%,0.19%,185707.0
2022-04-20,16448979.0,16.77%,0.22%,1717391.0
2022-04-21,16043189.0,16.77%,0.21%,-405790.0
2022-04-22,14389765.0,18.38%,0.21%,-1653424.0
2022-04-23,14302842.0,17.03%,0.18%,-86923.0
2022-04-24,23465583.0,19.97%,3.40%,9162741.0
2022-04-25,20535615.0,19.08%,4.10%,-2929968.0
2022-04-26,20034243.0,20.09%,3.84%,-501372.0
2022-04-27,19275894.0,20.72%,1.91%,-758349.0
2022-04-28,16896830.0,20.74%,0.26%,-2379064.0
2022-04-29,15655805.0,24.10%,0.26%,-1241025.0
2022-04-30,16189388.0,22.68%,0.24%,533583.0
2022-05-01,21181306.0,22.72%,0.83%,4991918.0
2022-05-02,18633035.0,21.21%,0.66%,-2548271.0
2022-05-03,18796151.0,22.50%,0.84%,163116.0
2022-05-04,18511958.0,23.15%,0.50%,-284193.0
2022-05-05,17137804.0,23.19%,0.43%,-1374154.0
2022-05-06,17327205.0,23.80%,2.61%,189401.0
2022-05-07,17598754.0,22.11%,2.89%,271549.0
2022-05-08,23394245.0,20.14%,3.16%,5795491.0
2022-05-09,15947019.0,13.40%,0.26%,-7447226.0
2022-05-10,17263844.0,13.77%,0.22%,1316825.0
2022-05-11,18208413.0,15.10%,0.24%,944569.0
2022-05-12,16720032.0,15.07%,0.24%,-1488381.0
2022-05-13,14248894.0,15.23%,0.26%,-2471138.0
2022-05-14,13844362.0,13.99%,0.22%,-404532.0
2022-05-15,19236215.0,12.13%,0.34%,5391853.0
2022-05-16,17926799.0,11.69%,0.33%,-1309416.0
2022-05-17,18196142.0,11.61%,0.34%,269343.0
2022-05-18,18464268.0,11.81%,0.31%,268126.0
2022-05-19,17340884.0,13.54%,0.32%,-1123384.0
2022-05-20,14385685.0,12.60%,0.32%,-2955199.0
2022-05-21,14084261.0,14.79%,0.33%,-301424.0
2022-05-22,17741170.0,14.41%,0.30%,3656909.0
2022-05-23,15595323.0,13.12%,0.31%,-2145847.0
2022-05-24,14952136.0,13.67%,0.29%,-643187.0
2022-05-25,12236679.0,13.32%,0.46%,-2715457.0
2022-05-26,14185829.0,15.36%,0.50%,1949150.0
2022-05-27,12653888.0,14.50%,0.44%,-1531941.0
2022-05-28,13108129.0,15.61%,0.41%,454241.0
2022-05-29,16980437.0,15.00%,0.42%,3872308.0
2022-05-30,15853309.0,14.22%,0.92%,-1127128.0
2022-05-31,15967073.0,15.80%,0.93%,113764.0
2022-06-01,15546180.0,16.57%,0.84%,-420893.0
2022-06-02,13748587.0,16.08%,0.85%,-1797593.0
2022-06-03,13249347.0,19.96%,0.79%,-499240.0
2022-06-04,12486813.0,19.61%,0.80%,-762534.0
2022-06-05,15200445.0,20.47%,0.98%,2713632.0
2022-06-06,21604064.0,20.59%,2.75%,6403619.0
2022-06-07,17378115.0,18.84%,2.59%,-4225949.0
2022-06-08,19830435.0,22.49%,3.05%,2452320.0
2022-06-09,15820756.0,21.07%,0.37%,-4009679.0
2022-06-10,13754899.0,22.53%,0.34%,-2065857.0
2022-06-11,13395188.0,21.78%,0.31%,-359711.0
2022-06-12,19290854.0,22.54%,2.54%,5895666.0
2022-06-13,17885739.0,21.25%,2.39%,-1405115.0
2022-06-14,17867691.0,21.43%,2.54%,-18048.0
2022-06-15,15010454.0,21.15%,0.29%,-2857237.0
2022-06-16,15164295.0,20.89%,0.24%,153841.0
2022-06-17,13563100.0,21.83%,0.24%,-1601195.0
2022-06-18,13091591.0,21.86%,0.20%,-471509.0
2022-06-19,17942857.0,22.03%,0.21%,4851266.0
2022-06-20,16627517.0,20.43%,0.22%,-1315340.0
2022-06-21,17467706.0,23.58%,0.25%,840189.0
2022-06-22,16793704.0,24.02%,0.25%,-674002.0
2022-06-23,15269669.0,22.54%,0.25%,-1524035.0
2022-06-24,13916991.0,26.02%,0.26%,-1352678.0
2022-06-25,12774609.0,24.65%,0.24%,-1142382.0
2022-06-26,20777464.0,26.28%,4.69%,8002855.0
2022-06-27,19080886.0,25.30%,4.22%,-1696578.0
2022-06-28,20719214.0,27.20%,4.74%,1638328.0
2022-06-29,16077173.0,24.31%,0.32%,-4642041.0
2022-06-30,15194619.0,24.11%,0.25%,-882554.0
2022-07-01,13572362.0,25.01%,0.22%,-1622257.0
2022-07-02,13045357.0,25.55%,0.21%,-527005.0
2022-07-03,16746626.0,25.84%,0.21%,3701269.0
2022-07-04,16046621.0,25.25%,0.24%,-700005.0
2022-07-05,15860367.0,25.77%,0.24%,-186254.0
2022-07-06,14846031.0,25.55%,0.27%,-1014336.0
2022-07-07,13982136.0,26.27%,0.24%,-863895.0
2022-07-08,11985192.0,25.29%,0.24%,-1996944.0
2022-07-09,11733004.0,25.35%,0.21%,-252188.0
2022-07-10,14779861.0,24.03%,0.18%,3046857.0
2022-07-11,14396304.0,25.62%,0.23%,-383557.0
2022-07-12,14735538.0,26.61%,0.22%,339234.0
2022-07-13,13900507.0,25.72%,0.23%,-835031.0
2022-07-14,13304393.0,26.50%,0.23%,-596114.0
2022-07-15,11569717.0,26.56%,0.24%,-1734676.0
2022-07-16,10867619.0,25.82%,0.22%,-702098.0
2022-07-17,15527587.0,27.10%,2.13%,4659968.0
2022-07-18,15124646.0,25.45%,2.06%,-402941.0
2022-07-19,15714366.0,26.16%,2.22%,589720.0
2022-07-20,11373951.0,19.90%,0.26%,-4340415.0
2022-07-21,10857709.0,22.37%,0.31%,-516242.0
2022-07-22,9907609.0,22.62%,0.39%,-950100.0
2022-07-23,9670962.0,21.75%,0.34%,-236647.0
2022-07-24,11688610.0,20.14%,0.33%,2017648.0
